Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / Bulgaria,Included / International,Price / International,Compare At Price / International,Status
black-diamond-mother-of-pearl-letter,,,,,,,,,14k White Gold,,17 inch,,Pink Rainbow Mother of Pearl,SKU15635-6958B9C0,0.0,,0,deny,manual,605.00,,true,false,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0807/2966/9928/products/15635__37284.1556504793.1280.1280.jpg?v=1691755947,oz,,,,,,,
black-diamond-mother-of-pearl-letter,,,,,,,,,14k Yellow Gold,,17 inch,,Pink Rainbow Mother of Pearl,SKU15635-7F508DF5,0.0,,0,deny,manual,605.00,,true,false,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0807/2966/9928/products/15635__37284.1556504793.1280.1280.jpg?v=1691755947,oz,,,,,,,
black-diamond-mother-of-pearl-letter,,,,,,,,,14k Rose Gold,,17 inch,,Pink Rainbow Mother of Pearl,SKU15635-DE3AA832,0.0,,0,deny,manual,605.00,,true,false,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0807/2966/9928/products/15635__37284.1556504793.1280.1280.jpg?v=1691755947,oz,,,,,,,
black-diamond-mother-of-pearl-letter,,,,,,,,,14k White Gold,,17 inch,,Dark Rainbow Mother of Pearl,SKU15635-270677F8,0.0,,0,deny,manual,605.00,,true,false,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0807/2966/9928/products/15635__37284.1556504793.1280.1280.jpg?v=1691755947,oz,,,,,,,
black-diamond-mother-of-pearl-letter,,,,,,,,,14k Yellow Gold,,17 inch,,Dark Rainbow Mother of Pearl,SKU15635-D82E0132,0.0,,0,deny,manual,605.00,,true,false,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0807/2966/9928/products/15635__37284.1556504793.1280.1280.jpg?v=1691755947,oz,,,,,,,
black-diamond-mother-of-pearl-letter,,,,,,,,,14k Rose Gold,,17 inch,,Dark Rainbow Mother of Pearl,SKU15635-12CD2B0E,0.0,,0,deny,manual,605.00,,true,false,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0807/2966/9928/products/15635__37284.1556504793.1280.1280.jpg?v=1691755947,oz,,,,,,,
black-diamond-mother-of-pearl-letter,,,,,,,,,14k White Gold,,17 inch,,White Rainbow Mother of Pearl,SKU15635-E6CDEF9E,0.0,,0,deny,manual,605.00,,true,false,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0807/2966/9928/products/15635__37284.1556504793.1280.1280.jpg?v=1691755947,oz,,,,,,,
black-diamond-mother-of-pearl-letter,,,,,,,,,14k Yellow Gold,,17 inch,,White Rainbow Mother of Pearl,SKU15635-2E120CA8,0.0,,0,deny,manual,605.00,,true,false,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0807/2966/9928/products/15635__37284.1556504793.1280.1280.jpg?v=1691755947,oz,,,,,,,
black-diamond-mother-of-pearl-letter,,,,,,,,,14k Rose Gold,,17 inch,,White Rainbow Mother of Pearl,SKU15635-31B27937,0.0,,0,deny,manual,605.00,,true,false,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0807/2966/9928/products/15635__37284.1556504793.1280.1280.jpg?v=1691755947,oz,,,,,,,
black-diamond-mother-of-pearl-letter,,,,,,,,,14k White Gold,,17 inch,,Black Onyx,SKU15635-A5AFEB83,0.0,,0,deny,manual,605.00,,true,false,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0807/2966/9928/products/15635__37284.1556504793.1280.1280.jpg?v=1691755947,oz,,,,,,,
black-diamond-mother-of-pearl-letter,,,,,,,,,14k Yellow Gold,,17 inch,,Black Onyx,SKU15635-E1E11FA6,0.0,,0,deny,manual,605.00,,true,false,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0807/2966/9928/products/15635__37284.1556504793.1280.1280.jpg?v=1691755947,oz,,,,,,,
black-diamond-mother-of-pearl-letter,,,,,,,,,14k Rose Gold,,17 inch,,Black Onyx,SKU15635-88DD4A11,0.0,,0,deny,manual,605.00,,true,false,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0807/2966/9928/products/15635__37284.1556504793.1280.1280.jpg?v=1691755947,oz,,,,,,,
black-diamond-mother-of-pearl-letter,,,,,,,,,14k White Gold,,18 inch,,Pink Rainbow Mother of Pearl,SKU15635-4D1B8433,0.0,,0,deny,manual,605.00,,true,false,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0807/2966/9928/products/15635__37284.1556504793.1280.1280.jpg?v=1691755947,oz,,,,,,,
black-diamond-mother-of-pearl-letter,,,,,,,,,14k Yellow Gold,,18 inch,,Pink Rainbow Mother of Pearl,SKU15635-2EB9DFA0,0.0,,0,deny,manual,605.00,,true,false,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0807/2966/9928/products/15635__37284.1556504793.1280.1280.jpg?v=1691755947,oz,,,,,,,
black-diamond-mother-of-pearl-letter,,,,,,,,,14k Rose Gold,,18 inch,,Pink Rainbow Mother of Pearl,SKU15635-888264A0,0.0,,0,deny,manual,605.00,,true,false,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0807/2966/9928/products/15635__37284.1556504793.1280.1280.jpg?v=1691755947,oz,,,,,,,
black-diamond-mother-of-pearl-letter,,,,,,,,,14k White Gold,,18 inch,,Dark Rainbow Mother of Pearl,SKU15635-7A300935,0.0,,0,deny,manual,605.00,,true,false,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0807/2966/9928/products/15635__37284.1556504793.1280.1280.jpg?v=1691755947,oz,,,,,,,
black-diamond-mother-of-pearl-letter,,,,,,,,,14k Yellow Gold,,18 inch,,Dark Rainbow Mother of Pearl,SKU15635-A81BD19E,0.0,,0,deny,manual,605.00,,true,false,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0807/2966/9928/products/15635__37284.1556504793.1280.1280.jpg?v=1691755947,oz,,,,,,,
black-diamond-mother-of-pearl-letter,,,,,,,,,14k Rose Gold,,18 inch,,Dark Rainbow Mother of Pearl,SKU15635-D0C51A3C,0.0,,0,deny,manual,605.00,,true,false,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0807/2966/9928/products/15635__37284.1556504793.1280.1280.jpg?v=1691755947,oz,,,,,,,
black-diamond-mother-of-pearl-letter,,,,,,,,,14k White Gold,,18 inch,,White Rainbow Mother of Pearl,SKU15635-D939E020,0.0,,0,deny,manual,605.00,,true,false,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0807/2966/9928/products/15635__37284.1556504793.1280.1280.jpg?v=1691755947,oz,,,,,,,
black-diamond-mother-of-pearl-letter,,,,,,,,,14k Yellow Gold,,18 inch,,White Rainbow Mother of Pearl,SKU15635-6BB791DD,0.0,,0,deny,manual,605.00,,true,false,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0807/2966/9928/products/15635__37284.1556504793.1280.1280.jpg?v=1691755947,oz,,,,,,,
black-diamond-mother-of-pearl-letter,,,,,,,,,14k Rose Gold,,18 inch,,White Rainbow Mother of Pearl,SKU15635-375F49C1,0.0,,0,deny,manual,605.00,,true,false,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0807/2966/9928/products/15635__37284.1556504793.1280.1280.jpg?v=1691755947,oz,,,,,,,
black-diamond-mother-of-pearl-letter,,,,,,,,,14k White Gold,,18 inch,,Black Onyx,SKU15635-5DC57ECA,0.0,,0,deny,manual,605.00,,true,false,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0807/2966/9928/products/15635__37284.1556504793.1280.1280.jpg?v=1691755947,oz,,,,,,,
black-diamond-mother-of-pearl-letter,,,,,,,,,14k Yellow Gold,,18 inch,,Black Onyx,SKU15635-A2FC8555,0.0,,0,deny,manual,605.00,,true,false,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0807/2966/9928/products/15635__37284.1556504793.1280.1280.jpg?v=1691755947,oz,,,,,,,
black-diamond-mother-of-pearl-letter,,,,,,,,,14k Rose Gold,,18 inch,,Black Onyx,SKU15635-36F8C609,0.0,,0,deny,manual,605.00,,true,false,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0807/2966/9928/products/15635__37284.1556504793.1280.1280.jpg?v=1691755947,oz,,,,,,,
black-diamond-mother-of-pearl-letter,,,,,,,,,14k White Gold,,19 inch,,Pink Rainbow Mother of Pearl,SKU15635-984227CD,0.0,,0,deny,manual,605.00,,true,false,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0807/2966/9928/products/15635__37284.1556504793.1280.1280.jpg?v=1691755947,oz,,,,,,,
black-diamond-mother-of-pearl-letter,,,,,,,,,14k Yellow Gold,,19 inch,,Pink Rainbow Mother of Pearl,SKU15635-E3429F98,0.0,,0,deny,manual,605.00,,true,false,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0807/2966/9928/products/15635__37284.1556504793.1280.1280.jpg?v=1691755947,oz,,,,,,,
black-diamond-mother-of-pearl-letter,,,,,,,,,14k Rose Gold,,19 inch,,Pink Rainbow Mother of Pearl,SKU15635-71DFD4E3,0.0,,0,deny,manual,605.00,,true,false,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0807/2966/9928/products/15635__37284.1556504793.1280.1280.jpg?v=1691755947,oz,,,,,,,
black-diamond-mother-of-pearl-letter,,,,,,,,,14k White Gold,,19 inch,,Dark Rainbow Mother of Pearl,SKU15635-5D6D20A2,0.0,,0,deny,manual,605.00,,true,false,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0807/2966/9928/products/15635__37284.1556504793.1280.1280.jpg?v=1691755947,oz,,,,,,,
black-diamond-mother-of-pearl-letter,,,,,,,,,14k Yellow Gold,,19 inch,,Dark Rainbow Mother of Pearl,SKU15635-82B80B8D,0.0,,0,deny,manual,605.00,,true,false,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0807/2966/9928/products/15635__37284.1556504793.1280.1280.jpg?v=1691755947,oz,,,,,,,
black-diamond-mother-of-pearl-letter,,,,,,,,,14k Rose Gold,,19 inch,,Dark Rainbow Mother of Pearl,SKU15635-BE2F9027,0.0,,0,deny,manual,605.00,,true,false,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0807/2966/9928/products/15635__37284.1556504793.1280.1280.jpg?v=1691755947,oz,,,,,,,
black-diamond-mother-of-pearl-letter,,,,,,,,,14k White Gold,,19 inch,,White Rainbow Mother of Pearl,SKU15635-01DBE1F6,0.0,,0,deny,manual,605.00,,true,false,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0807/2966/9928/products/15635__37284.1556504793.1280.1280.jpg?v=1691755947,oz,,,,,,,
black-diamond-mother-of-pearl-letter,,,,,,,,,14k Yellow Gold,,19 inch,,White Rainbow Mother of Pearl,SKU15635-B1822BD7,0.0,,0,deny,manual,605.00,,true,false,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0807/2966/9928/products/15635__37284.1556504793.1280.1280.jpg?v=1691755947,oz,,,,,,,
black-diamond-mother-of-pearl-letter,,,,,,,,,14k Rose Gold,,19 inch,,White Rainbow Mother of Pearl,SKU15635-CFA2E961,0.0,,0,deny,manual,605.00,,true,false,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0807/2966/9928/products/15635__37284.1556504793.1280.1280.jpg?v=1691755947,oz,,,,,,,
black-diamond-mother-of-pearl-letter,,,,,,,,,14k White Gold,,19 inch,,Black Onyx,SKU15635-DE68DAF4,0.0,,0,deny,manual,605.00,,true,false,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0807/2966/9928/products/15635__37284.1556504793.1280.1280.jpg?v=1691755947,oz,,,,,,,
black-diamond-mother-of-pearl-letter,,,,,,,,,14k Yellow Gold,,19 inch,,Black Onyx,SKU15635-D81FA5E8,0.0,,0,deny,manual,605.00,,true,false,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0807/2966/9928/products/15635__37284.1556504793.1280.1280.jpg?v=1691755947,oz,,,,,,,
black-diamond-mother-of-pearl-letter,,,,,,,,,14k Rose Gold,,19 inch,,Black Onyx,SKU15635-71F92846,0.0,,0,deny,manual,605.00,,true,false,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0807/2966/9928/products/15635__37284.1556504793.1280.1280.jpg?v=1691755947,oz,,,,,,,
black-diamond-mother-of-pearl-letter,,,,,,,,,14k White Gold,,20 inch,,Pink Rainbow Mother of Pearl,SKU15635-E971E0A5,0.0,,0,deny,manual,605.00,,true,false,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0807/2966/9928/products/15635__37284.1556504793.1280.1280.jpg?v=1691755947,oz,,,,,,,
black-diamond-mother-of-pearl-letter,,,,,,,,,14k Yellow Gold,,20 inch,,Pink Rainbow Mother of Pearl,SKU15635-F49ADD85,0.0,,0,deny,manual,605.00,,true,false,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0807/2966/9928/products/15635__37284.1556504793.1280.1280.jpg?v=1691755947,oz,,,,,,,
black-diamond-mother-of-pearl-letter,,,,,,,,,14k Rose Gold,,20 inch,,Pink Rainbow Mother of Pearl,SKU15635-002A038D,0.0,,0,deny,manual,605.00,,true,false,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0807/2966/9928/products/15635__37284.1556504793.1280.1280.jpg?v=1691755947,oz,,,,,,,
black-diamond-mother-of-pearl-letter,,,,,,,,,14k White Gold,,20 inch,,Dark Rainbow Mother of Pearl,SKU15635-7E27C01F,0.0,,0,deny,manual,605.00,,true,false,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0807/2966/9928/products/15635__37284.1556504793.1280.1280.jpg?v=1691755947,oz,,,,,,,
black-diamond-mother-of-pearl-letter,,,,,,,,,14k Yellow Gold,,20 inch,,Dark Rainbow Mother of Pearl,SKU15635-BDFBF2BA,0.0,,0,deny,manual,605.00,,true,false,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0807/2966/9928/products/15635__37284.1556504793.1280.1280.jpg?v=1691755947,oz,,,,,,,
black-diamond-mother-of-pearl-letter,,,,,,,,,14k Rose Gold,,20 inch,,Dark Rainbow Mother of Pearl,SKU15635-9B99D17A,0.0,,0,deny,manual,605.00,,true,false,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0807/2966/9928/products/15635__37284.1556504793.1280.1280.jpg?v=1691755947,oz,,,,,,,
black-diamond-mother-of-pearl-letter,,,,,,,,,14k White Gold,,20 inch,,White Rainbow Mother of Pearl,SKU15635-C4084222,0.0,,0,deny,manual,605.00,,true,false,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0807/2966/9928/products/15635__37284.1556504793.1280.1280.jpg?v=1691755947,oz,,,,,,,
black-diamond-mother-of-pearl-letter,,,,,,,,,14k Yellow Gold,,20 inch,,White Rainbow Mother of Pearl,SKU15635-486AE0AF,0.0,,0,deny,manual,605.00,,true,false,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0807/2966/9928/products/15635__37284.1556504793.1280.1280.jpg?v=1691755947,oz,,,,,,,
black-diamond-mother-of-pearl-letter,,,,,,,,,14k Rose Gold,,20 inch,,White Rainbow Mother of Pearl,SKU15635-139ABF57,0.0,,0,deny,manual,605.00,,true,false,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0807/2966/9928/products/15635__37284.1556504793.1280.1280.jpg?v=1691755947,oz,,,,,,,
black-diamond-mother-of-pearl-letter,,,,,,,,,14k White Gold,,20 inch,,Black Onyx,SKU15635-EA3FD061,0.0,,0,deny,manual,605.00,,true,false,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0807/2966/9928/products/15635__37284.1556504793.1280.1280.jpg?v=1691755947,oz,,,,,,,
black-diamond-mother-of-pearl-letter,,,,,,,,,14k Yellow Gold,,20 inch,,Black Onyx,SKU15635-3239071F,0.0,,0,deny,manual,605.00,,true,false,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0807/2966/9928/products/15635__37284.1556504793.1280.1280.jpg?v=1691755947,oz,,,,,,,
black-diamond-mother-of-pearl-letter,,,,,,,,,14k Rose Gold,,20 inch,,Black Onyx,SKU15635-B0D37FEB,0.0,,0,deny,manual,605.00,,true,false,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0807/2966/9928/products/15635__37284.1556504793.1280.1280.jpg?v=1691755947,oz,,,,,,,
cable-chain-necklace-with-diamond-charm,Cable Chain Necklace With Diamond Charm,"<p>14k gold link chain with baguette diamond charm.</p>
<p>*Diamond weight: 0.15ct Color:G-H Clarity:VS.</p>
<p>*Length is 18""</p>
<p>*Available to order in rose, yellow and white gold.</p>
<p>*Please allow 3-4 weeks for delivery.</p>",Diamond,,Shop,"Chain Necklaces, Dainty, delivery-window_6-9, Diamonds, Necklaces, Nicole Rose Gifts Under $1500, Nikki K Collection $795 or less",true,Gold,14k yellow gold,,,,,'16166,0.0,,-17,continue,manual,695.00,,true,true,"",https://cdn.shopify.com/s/files/1/0807/2966/9928/products/M_chain-neck1.jpg?v=1691755956,1,,false,,,,,,,,,,,,,,,lb,,,true,true,,,active
cable-chain-necklace-with-diamond-charm,,,,,,,,,14k white gold,,,,,'16166,0.0,,-2,continue,manual,695.00,,true,true,"",https://cdn.shopify.com/s/files/1/0807/2966/9928/products/M_chain-neck1back.jpg?v=1691755956,2,,,,,,,,,,,,,,,,,lb,,,,,,,
cable-chain-necklace-with-diamond-charm,,,,,,,,,14k rose gold,,,,,'16166,0.0,,0,continue,manual,695.00,,true,true,"",https://cdn.shopify.com/s/files/1/0807/2966/9928/products/fullsizeoutput_492a.jpg?v=1691755956,3,,,,,,,,,,,,,,,,,lb,,,,,,,
celestial-diamond-sun-pendant,Celestial Diamond Sun Pendant,"<p>*14k diamond celestial sun pendant.</p>
<p>*Diamond weight: 0.36tw. G-H/VS.</p>
<p> </p>",Nicole Rose Fine Jewelry,,Shop,"Dainty, delivery-window_6-9, Diamonds, Nature, Necklaces, Nicole Rose Gifts Under $1500, Pendants",true,Gold Color,14k yellow,Chain Length,"15-16""",,,'17929,0.0,,0,deny,manual,940.00,,true,false,"",https://cdn.shopify.com/s/files/1/0807/2966/9928/products/17929.jpg?v=1691755960,1,,false,,,,,,,,,,,,,,,lb,,,true,true,,,active
celestial-diamond-sun-pendant,,,,,,,,,14k yellow,,"16-17""",,,'17930,0.0,shopify,0,continue,manual,940.00,,true,false,"",https://cdn.shopify.com/s/files/1/0807/2966/9928/products/sun.jpg?v=1691755960,2,,,,,,,,,,,,,,,,,lb,,,,,,,
celestial-diamond-sun-pendant,,,,,,,,,14k yellow,,"17-18""",,,'17931,0.0,,0,deny,manual,940.00,,true,false,"",,,,,,,,,,,,,,,,,,,lb,,,,,,,
celestial-diamond-sun-pendant,,,,,,,,,14k yellow,,"18-19""",,,'17932,0.0,,0,deny,manual,940.00,,true,false,"",,,,,,,,,,,,,,,,,,,lb,,,,,,,
celestial-diamond-sun-pendant,,,,,,,,,14k rose,,"15-16""",,,'17933,0.0,,0,deny,manual,940.00,,true,false,"",,,,,,,,,,,,,,,,,,,lb,,,,,,,
celestial-diamond-sun-pendant,,,,,,,,,14k rose,,"16-17""",,,'17934,0.0,,0,deny,manual,940.00,,true,false,"",,,,,,,,,,,,,,,,,,,lb,,,,,,,
celestial-diamond-sun-pendant,,,,,,,,,14k rose,,"17-18""",,,'17935,0.0,,0,deny,manual,940.00,,true,false,"",,,,,,,,,,,,,,,,,,,lb,,,,,,,
celestial-diamond-sun-pendant,,,,,,,,,14k rose,,"18-19""",,,'17936,0.0,,0,deny,manual,940.00,,true,false,"",,,,,,,,,,,,,,,,,,,lb,,,,,,,
celestial-diamond-sun-pendant,,,,,,,,,14k white,,"15-16""",,,'17937,0.0,,0,deny,manual,940.00,,true,false,"",,,,,,,,,,,,,,,,,,,lb,,,,,,,
celestial-diamond-sun-pendant,,,,,,,,,14k white,,"16-17""",,,'17938,0.0,,-1,deny,manual,940.00,,true,false,"",,,,,,,,,,,,,,,,,,,lb,,,,,,,
celestial-diamond-sun-pendant,,,,,,,,,14k white,,"16-17-18""",,,'17939,0.0,shopify,1,continue,manual,940.00,,true,false,"",,,,,,,,,,,,,,,,,,,lb,,470.00,,,,,
celestial-diamond-sun-pendant,,,,,,,,,14k white,,"18-19""",,,'17940,0.0,,-1,deny,manual,940.00,,true,false,"",,,,,,,,,,,,,,,,,,,lb,,,,,,,
chain-extenders,Chain Extenders,"<p>*14k gold chain extenders.</p>
<p>*Select from rose, yellow and white gold.</p>
<p>*Options for 1"" inch, 2"" inch and 3""inch.</p>
<p> </p>",Nicole Rose,,Shop,"Necklaces, Nicole Rose Gifts Under $1500, Nikki K Collection $795 or less",true,Length,"1""",Gold Color,14k yellow,,,'17474,0.0,,-25,deny,manual,45.00,,true,false,"",https://cdn.shopify.com/s/files/1/0807/2966/9928/products/17474.jpg?v=1691755965,1,,false,,,,,,,,,,,,,,,lb,,,true,true,,,active
chain-extenders,,,,,,,,,"1""",,14k white,,,'17475,0.0,,-13,deny,manual,45.00,,true,false,"",https://cdn.shopify.com/s/files/1/0807/2966/9928/products/17475.jpg?v=1691755965,2,,,,,,,,,,,,,,,,,lb,,,,,,,
chain-extenders,,,,,,,,,"1""",,14k rose,,,'17476,0.0,,-2,deny,manual,45.00,,true,false,"",https://cdn.shopify.com/s/files/1/0807/2966/9928/products/17476.jpg?v=1691755965,3,,,,,,,,,,,,,,,,,lb,,,,,,,
chain-extenders,,,,,,,,,"2""",,14k yellow,,,'17477,0.0,,-16,deny,manual,90.00,,true,false,"",,,,,,,,,,,,,,,,,,,lb,,,,,,,
chain-extenders,,,,,,,,,"2""",,14k white,,,'17478,0.0,,-15,deny,manual,90.00,,true,false,"",,,,,,,,,,,,,,,,,,,lb,,,,,,,
chain-extenders,,,,,,,,,"2""",,14k rose,,,'17479,0.0,,-2,deny,manual,90.00,,true,false,"",,,,,,,,,,,,,,,,,,,lb,,,,,,,
chain-extenders,,,,,,,,,"3""",,14k yellow,,,'17480,0.0,,-6,deny,manual,135.00,,true,false,"",,,,,,,,,,,,,,,,,,,lb,,,,,,,
chain-extenders,,,,,,,,,"3""",,14k white,,,'17481,0.0,,-11,deny,manual,135.00,,true,false,"",,,,,,,,,,,,,,,,,,,lb,,,,,,,
chain-extenders,,,,,,,,,"3""",,14k rose,,,'17482,0.0,,-1,deny,manual,135.00,,true,false,"",,,,,,,,,,,,,,,,,,,lb,,,,,,,
diamond-by-the-yard-necklace,"36"" Diamond by The Yard Necklace","<p>*14k 36"" diamond by the yard necklace.</p>
<p>*Diamond weight: 24/2.40tw. Color: G-H Clarity: VS2-SI1.</p>
<p>*All necklaces are available in 14k rose, yellow and white gold.</p>
<p>*Please contact us for price requests and additional inquiries.</p>",Diamond,,Shop,"badge_Best Seller, By Category, By Collection, Classics, Dainty, Diamond By The Yard, Diamonds, Necklaces, test",true,Gold Color,14k yellow,,,,,'13384,0.0,shopify,0,continue,manual,3800.00,,true,false,"",https://cdn.shopify.com/s/files/1/0807/2966/9928/products/13383__83562.1511135816.1280.1280.jpg?v=1691755968,1,Diamond by The Yard Necklace,false,,,,,,,,,,,,,,,oz,,,true,true,,,active
diamond-by-the-yard-necklace,,,,,,,,,14k white,,,,,'13385,0.0,,0,deny,manual,3800.00,,true,false,"",https://cdn.shopify.com/s/files/1/0807/2966/9928/products/3077397100007460287-6VJ-006__36252.1511241963.1280.1280.jpg?v=1691755968,2,Diamond by The Yard Necklace,,,,,,,,,,,,,,,,oz,,,,,,,
diamond-by-the-yard-necklace,,,,,,,,,14k rose,,,,,'13386,0.0,,0,deny,manual,3800.00,,true,false,"",,,,,,,,,,,,,,,,,,,oz,,,,,,,
vitamin-b12,Vitamin B12,"<p>If you are searching for an effective approach to enhance your general well-being, ISOBIOTICS B12 capsules could be the solution. Whether you want to increase your energy, promote a healthy nervous system, or sustain proper brain function, our B12 supplements will provide the answer.</p>",CraftBerry - Dev Test,,"","",true,Title,Default Title,,,,,"",0.0,,0,deny,manual,0.00,,true,true,"",https://cdn.shopify.com/s/files/1/0807/2966/9928/products/image6.png?v=1691755970,1,,false,,,,,,,,,,,,,,,kg,,,true,true,,,active
vitamin-b12-test-kit,Vitamin B12 Test Kit,"<p><meta charset=""utf-8"">- help you discover any deficiencies<span data-mce-fragment=""1""></span></p>
<p>- maintain normal mteabolism</p>
<p>- help nervous system work properly</p>",CraftBerry - Dev Test,,"","",true,Title,Default Title,,,,,'20,0.0,shopify,0,deny,manual,50.00,,true,true,"",https://cdn.shopify.com/s/files/1/0807/2966/9928/products/image5.png?v=1691755974,1,,false,,,,,,,,,,,,,,,kg,,,true,true,,,active
vitamin-b12-test-kit,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0807/2966/9928/products/image5_1cfd36cf-327e-43a6-b54f-21b038af43e9.png?v=1691755974,2,,,,,,,,,,,,,,,,,,,,,,,,
vitamin-b12-test-kit,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0807/2966/9928/products/image5_3890d031-1f18-4f8f-bf1b-a02514941fce.png?v=1691755974,3,,,,,,,,,,,,,,,,,,,,,,,,
